id,text,category
1231,6084 6843 2734 5773 7685 5425 8406 4606 5672 1449 5773 7531 753 5107 5551 5922 8224 5773 3656 4211 753 5922 2181 5773 1947 6281 6237 2181 5773 2557,0
3997,6451 4580 5703,0
2209,6084 3759 5868 237 5348 2968,0
1076,6084 7295 990 237 203 6265 224 210 1994 8203 5773,0
4167,4580 230 2698 5035 2889 5035 1579 237 5492 4211 5773 6084 5824 4211 230 224 6254 4608 653 1095 2372 486 665 1631 237 2734 230 2698 4871 4211 7601 7957 5773 4211 2971 4179 2698 6980 2573 2963 8542 755 5773 6084 6980 7798 5773 1114 2698 4595 230 2698 6576 5234 230 3771 1708 5773 7531 8265 7957 5773 6084 6605 5672 8406 5239 5174 2698 3468 237 8406 7331 5773 7531 8265 7957 5773 7685 2728 2734 2889 853 230 2734 5746 3785 5773 6448 4662 3481 1777 3647 8542 755 237 1061 230 7309 6603 230 6057 5773 3078 3436 7943 4768 8542 4441 3078,0
2499,2178 1813 5107 6331 3283 5107 3474 7107 7526 7283 7526 4863 5071 6331 2963 3718 4994 2475 3078,0
2173,4741 436 1543 2734 5773 3285 2734 5774 5922 8203 224 5795 2734 8140 7440 1994 7704 7638,0
4450,427,0
1273,3821 5107 8326 879 4069 5773 6793 1162 5658 2475 4608 1813 1703 4263 1651 5085 5773,0
2820,1080 2242 7532 7532 3771 5982 4675 8560 5773,0
4697,4442 6215 8631 5085 6312 5405 3279 7526,0
2713,2050 1556 8542 77 2698 651 2734 2655 8081 3078,0
3186,2707 8380 7281 6781 237 5234 5773 5597 4031 7699 753 5663 4344 5773 1014 4077 2269 4211 2612,0
1203,3509 5099 7526 997 5801 4925 6300 5922 7496 1338 1041 5658 3204 5773,0
3945,8512 967 753 1799 1580 6300 8221 8447 6700 2641 753 3502 5819,0
3299,1134 5773 3656 3812 3647 3474 1635 584 5773,0
3343,244 2698 2269 8406 2274 3078,0
3721,4083 2698 7551 4435 6633 7860 7854 5773,0
2849,2985 5239 4108 8542 185 510 2241 5773,0
4010,5280 5035 8122 3324 2734 5035 7526 5035 3594 3108 6565 5035 7526 5035 719 5035 7526 6084 331 6843 2734 4608 3385 6084 3968 4624 3496 4211 7526,0
2223,7513 1813 3323 5672 8542 6063 3649 224 4675 1095 5074 6700,0
3742,6378 860 3934 3283 2704 6551 7730 4943 6794 5083 1280 4821 6300 707 3283 6383 5760 4839 793 8269 1280 2740 753 2995 8331 5407 4518 2698 3759 4768 4211 1008 4097 3485,0
3024,5465 230 6084 3027 8298 3817 237 8406 3502 3485 7924 518,0
2886,7923 4017 4017 2985 753 4137 6309 6700 4518 5071 5816 8406 1225 1886 6309 5045 4715 6700 4518 5071 2269 5713 5071 1089 2096 5819 5163 5071 1089 5775 4032 5035 2591 5071 1089 4608 2975 2362 360 3078 1187 5449 5071 4032,0
1027,5373 1179 569 237 6013 8155 5658 1179 1493 5672 7241 5537 5713 1179 5462 8542 2634 1543 2451 230 6619 1179 3454 7860 5773 8105 1179 7005 3270 6739 2451 6700 7018 1457 6700 5819,0
4388,2354 8542 1643 8629 230 5795 5922 8207 1834 5773 3821 8076 2734 6927 224 5750 2734 5335 2415 572 5773 1019,0
2279,3746 6084 5063 5795 3949 5773 2496 1659 5922 6281 3915 3581 7924 5922 1927 3164 2621 2450 2546,0
3835,5172 3774 1018 5535 4369 3078,0
1500,5101 230 2698 4799 5534 1994 6461 5326 5773,0
4401,590 3480 4211 5773 5544 8081 6084 918 5922 7818 6517 6084 918 5658 8175 7874 4320 5773 6084 6980 4608 315 5773 1047 154 2655 8542 8175 3283 3751 4493 4320 5773 6084 4026 651 5271 6300 8406 7818 6517 2641 6980 3330 4176 4207 4442 5107 7792 6485 6300 8542 3415 5773,0
1523,6451 6700 5172 8287 1782 3078,0
4722,6060 154 4017 2679 6461 8130 8462 520 3078 7685 2230 1203 237 8569 237 8542 4438 4920 1352 8130 1994 5247 4017 4035 3182 5979 6564 5879 5435 5672 4718,1
3483,1837 5754 1444 203 5255 5262 8298 2698 2728 1424 224 7712 5773,0
2915,2925 6952 4814 5773 3757 5071 5922 6876 5773 3455 6529 254 755 5773,0
3644,7718 2734 2269 528 915 3078 2985 7511 2698 4111 2269 2968 5773 6448 5121,0
3057,6032 3493 5922 5989 4579 6633,0
3221,4708 8542 7563 3516 224 705 3030 4726 3771 230 1994 8542 4712 230 1781 8542 3030 7980 6254 2698 6903 2734 5773,0
3686,1774 230 8406 574 753 8496 4017,0
1268,7168 142 2734 5773 4904 2734 8380 3078,0
2942,2925 6527 4179 667 753 4522 1994 2734,0
1452,810 230 4426 6461 2845 8477 378 3078 6521 6527 2734 5795 528 6469 7957 3078,0
3317,2109 254 4799 6300 2266 7532,0
3264,3935 237 1471 6343 7526 1164 6953 3321 2413 7526,0
4626,4035 1805 224 5234 3477 4538 3324 7128 1413 5773 2925 919 6584 2019 5773 2354 1708 1398 5326 3087 4858 3809 2257 1179,1
1505,1207 4871 2734 6349 5174 4211 7357 6300,0
2399,2875 1698 2230 8326 5922 879 5672 7536,0
4093,338 2055 4729 4179 753 519 2734 4608 4056,0
4059,5465 3035 4799 6084 2108 3275 1671 8075 3485 2963 3014 1994 8554,0
3667,7860 6300 2941 5773 3656 5107 358 5773,0
1532,6451 3283 3773 5773 2925 1068 7473 224 2945 237 853 4017 1047 5620 2963 254 3066 755 5235 6273 5773,0
3865,6458 2963 8406 911 2963 8058 230 4580 8271 4858 3283 7343 2734 3968 4886 6300 528 4121 4211 753 4126 5978 1179 224 2812 230 1698 3468 2442 1994 77 6439,0
4596,1502 8043 230 7611 230 8290 230 4724 230 1252 2918 4428,0
4421,3746 3283 8542 3534 8389 3968,0
2906,6084 1444 5234 3751 237 6461 8566 5773 5837 2734 8028 7860 2372 6035 3485 3078,0
3697,7880 753 6767 1862 5773 1273 1444 2734 779 5773 4741 8542 6826 6254 5773 6521 8542 8568 5773 5837 2734 5795 5922 7620 1747 4060 6254 285 6300 8542 6767 5773 1796 6758 88 2230 3970 5773,0
4855,6787 636 4017 8618 5941 7410 1352 5239 753 6461 4035 2153 4106 123 1396 3488 5326 1165 3222 1556 5069 1769 520 1411 7355 5492 8490 3978 1377 3226,1
3031,4083 5773 2376 1240 7874 3468 8179,0
3091,425 5773 3871 3871 1621 3078 3871 3871,0
1690,6448 3759 997 7471 6193 528 142,0
2607,1047 2540 918 6700 8623 7425 1466 5568 7352 1920 6700 1006 3066 1824 224 1888 245 99 6700,0
4176,7274 4017 8539 6619 4858 5890 230 7751 2995 3764 5658 5890 6669 1543 5922 963 2069 1556 5163 250 1556 5922 4739 4976 1633 237 3501 8539 5922 5658 4088 3721 6537 4705 8584 5773,1
4039,3125 755 1089 2186 3080 237 8277 726 3078,0
4080,6451 3771 5071 5869 5045 4676 755 5071 978 3825 6343 5773,0
3418,6451 6343 5773 2928 5045 6760 5071 5326 5773,0
3983,5172 526 3771 5326 5045 7526,0
3975,3805 4585 4793 944 4897 2663 6622 4059 4851 1158,0
4032,6 3647 5922 1768 3633 2963 8406 911 3825 8084 230 2734 97 3078,0
3751,2925 5085 6216 6461 1038 2242 3601 5819,0
3651,4410 7526 4878 1698 1588 6222 237 912 7526 4283 1041 6623 5773 3533 5295 2728 3968 6222 237 3233 7046 1556 3477 6931,0
2390,5983 4503 4457 224 3501 6031 2612 5636 1994 4662 2734 2728 6517 237 8631 6254 6517 8380,0
3018,676 6291 230 8406 6843 5773 3730 2230 4369 3078 6084 6277 6461 5620 224 5954 5795 4675 4043 5773 6084 4294 224 3798 2734 6685 5773 1947 808 7555 1556 1251 8542 5343,0
2711,4416 2835 5083 5672 2940 3078 2186 3288 5672 2940 3078,0
4482,6084 5795 237 1041 6999 1543 6300 3345 5713,0
3388,4442 5107 5773 6546 6399 6810 1543 2299 5773,0
2969,4179 4457 6527 5071 4222 2963 3078 326 4211 103 3078,0
1612,2093 6036 8380 7526,0
1119,1090 2734 1953 5045 2113 6254 254,0
2859,1992 237 5471 882 1708 6700 3505,0
1577,7718 5826 7924 2734 5795 528 3571 3078 5837 2734 6349 7924 5301 1799 3669 3078,0
2840,7751 6343 7526 6626 5658 6625 7526 3125 755 5071 978 3078,0
3276,7018 5922 6281 191 5773 7860 5196 7860 442 7860 182,0
4159,6084 5566 6461 1436 2845,0
3331,7685 7982 978 8084 3078,0
3382,3746 3601 2103 8583 3080 237 274 6300 2952 8447,0
4046,3821 5795 8045 7343 5071 5868,0
2959,3746 5633 230 6277 1004 3489 2945 5335 5773 5795 5922 6659 307 2963 5874 5773,0
2834,326 3718 4722 4369 6300 3321 3248 6589 2758 3078,0
4099,7956 6744 6619 3718 2027 7532,0
1079,3125 4608 6220 7982 6384 270 5773 188 1698 1419 6794 6619 4559 6343 5773 6472 2698 5432 7526,0
3799,8235 3283 5107 1275 237 853 5773,0
3647,230 4903 5071 4961 5773 2698 3165 8343 2021 5773 2698 651 5071 5169 5326 5773,0
3277,3577 5107 6517 2734 4768 5045 7940 5773 3577 5551 6517 5174 8075 3477 1631 202 5672 2514 7924 3291 1600 230 4211 1433 5045 4298 8542 1971 5773 7685 5063 1431 142 4841 2698 7940 4298 8406 4139 230 4139 5118 5773,0
4153,1908 4500 5045 5869 5518 6517 2698 353 5300 1651 4457 3286,0
1351,7152 5083 1095 1036 220 1740 5083 5045 1212 7526 1164 8138 5922 3777 3418 7526,0
4768,4086 6843 4108 4580 3033 5773 4086 5743 4108 4580 4115 5773 4086 354 4108 4580 8409 5773 7126 5071 5795 4086 620 6822 7028 6300 3718 5118 7526 4017 4017 1082 8157,0
2494,142 8132 2230 2734 226 3078,0
2041,590 7526 4977 7526 5643 2940 1189 3078,0
1794,7436 3071 3501 7538 4715 3477 8165 4946 1698 6721 1994 4050 1556 7666,0
3733,3898 6370 8253 6084 5868 237 2269 4944 4819 4417 1994 8406 5842 4944 6681 6958 8406 3430 753 7860 2242 4500 8253 6084 1444 1525 4144 7662 4894 4965 230 771 5045 3277 1800 5773 5658 3762,0
1525,1992 237 5045 230 579 5773 5573 1799 4211 378 7526 7218 3324 6461 7678 224 1213 8001 5045 7526 7685 2230 1659 5045 5276 4652,0
2160,8189 4780 753 4667 5773 4878 4667 753 8542 8420 7924 8189 4780 5773 4036,0
1407,7436 254 753 3093 7526 3577 4765 8542 6109 5834 6036 8104 237 7673 6938 7706 7526 4442 475 4211 1994 1381 3354 7526,0
3100,3285 6461 6671 224 203 6950 224 5965 8542 4787 5819,0
4696,7849 8236 7771 753 3366 237 5869 5189 2641 3968 5300,0
2535,1080 1207 3647 6983 237 2269 6193 518 124 224 2199 4735 4179,0
2554,7685 2889 5795 237 5869 5045 6517 7526 5085 1813 5175 5773 3205 2325 3080 237 1708 8075 6461 3947,0
4359,425 2655 6517 254 753 8406 6586 5239 224 2698 4111 6013 4211 6843 7017,0
3357,6084 4799 6220 230 4608 5326 2734 2612 5920 5094 3160 8551 7526 5071 224 5045 7526 7213 7526 1707 5773,0
4259,6726 1436 7511 5773 4138 2734 2230 7210 5922 5620 7900,0
4452,1085 8365 3639 5071 5954 1203 237 4423 1509 6300 7786 1994 8542 3621 2734 918 5773 2354 8534 6619 3474 6031 1543 7571 237 254 8155 5773 5658 1708 3965 6155,1
2738,3821 2990 1556 8406 1723 5773 3238 5672 5532 4739 1189 5672 7178 4595 5672 802 1464 5773 7841 753 7860,0
2176,6451 6394 5773 6026 5071 7957 6300 7473 5773,0
1084,7018 8380 5773 230 2698 5551 8491 468 5071 4883 6465 4580 3078,0
1080,550 1827 230 2933 5100 224 1248 3078,0
1752,5837 1698 5795 528 479 354 6522,0
2644,1051 230 1207 2199 4179 7082 3347 2230,0
4299,7685 1410 2768 4211 3283 6036 1192 5773 3577 2272 5340 4017 1868 3275 5085 237 4288 3171 3386 88 6517 1444 337 6461 8028 5773 3289 8216 154 7573 6584 3965,1
2050,7168 7812 2734 1444 3647 5174 2698 1230 7957,0
2645,6084 1444 2199 6300 3281 6532 5026,0
4195,1654 4400 7860 1994 5658,0
4009,2577 7526,0
3789,6032 2728 2698 8134 4252 6215 4056 474 4676 5773 3656 2698 8431 2325 7183 6976 2705 6619 5045 5138 5773,0
3571,1774 5773 3156 2734 353 1783 5773,0
3720,2244 2869 6537 7294 2456 5773,0
1919,7400 4017 3730 1089 5071 3078 2188 3785 5773 7630 1900 3271 2269 3785 1543 8542 8447 3283 6084 4799 5773 3542 5045 3669 8162 4108 7648 7957 3078 1906 4017 838,0
2723,3285 5922 8207 3253 237 4671 5773 6521 1968 8542 4159 237 388 5107 5551 1543 8542 8322 3283 1543 388 6517 753 2975 237 2199 2734 942 5773 13 5773 6712,0
1745,7018 5922 2839 237 2647 8542 784 5773 7531 5551 8002 2734 6547 1999 1406 237 784 6461 5888 5773,0
3188,8399 7777 8292 8382 935 8564 7777 6833 6084 8083 4017 3078 4017 3344 6026 7152 3558 3078 8404 7777 6369 7313 6197 4257 1715 2205 1966 356 5773 2402 7152 8403 5037 3078 5383 2971 5110 2331 6619 3078 5070 4146 4017,0
2648,3048 4117 5635 8599 2734 1226,0
4746,230 230 224 8613 3751 6193 1556 6827 4726 3871 3080 5658 7684 3871 224 1240 1444 6527 8542 1585 8322 6619 5713 3284 3871 224 3771 5071 1041 3751 7473 5773 3871 3871 4644 5658 3494 1932 5773 3871 3871 490 472,0
1979,3542 6461 285 4179 2734 739 237 6527 5672 7477 572 5514 1541,0
3051,7472 6517 978 4298 8542 1464 7526 326 4211 5922 6506 4017 4138 2734 5795 5922 8207 572 5773 3815 1089 3080 1827 5141 230 5050 2086 4017,0
3826,2093 1041 3718 755 5773,0
4791,5270 2655 254 77 3771 5773,0
3864,6853 2698 5219 7526 4456 6744 1543 5632 3581 8542 7331 3078,0
1964,1512 6084 3647 5832 5071 3078,0
1948,5776 2072 5235 230 343,0
2841,3746 1821 4701 6300 6640 2475 4608 6517 2698 7295 5773,0
1232,1718 4277 753 5700 1802 6619 5071 5773 6521 6747 4108 7542 5922 1394 755 237 4768 5071 5083 7986 2440 4014 4614 1886 230 4928 2625 3718 6841 6700 4017 4017 4017 4565,0
4481,1908 4160 4589 237 7986 772 6589 4160 1444 5999 6439 5773,0
1142,2163 8283 1994 1567 5820 5773,0
1493,4619 3601 1635 4748 2758 5163 753 980 5773 4308 6585 3468 1668 5773,0
4373,8364 5418 3579 4069 7526,0
3769,7685 6349 8406 4245 7595 6084 651 2734 2655 8081 3078 1741 183 753 4490 3078 6032 3468 6300 4931 1543 5045 1582 3485 224 1162 5045 237 5083 8631 4369 2963 5658 4445,0
2836,6521 2734 4017 1520 8191 2734 1097 2734 8444 4017 4138 8075 5894 5335 843,0
1974,3821 2230 7874 1827 5773 300,0
1503,7125 3771 2698 3092 6343 5773 4878 5071 3923 5045 5773 1985 7526,0
4526,5096 8155 4032 5579 5071 3123 4144 8573 230 5071 3225 7669 5243 7669 5837 5071 4883 4995 753 4144 1295 6416 7924 5243 3078 3078 8257 3577 4144 183 7924 5922 5821 6700 4017 8257 1774 6700 6521 5071 4883 2154 753 7986 5821 3078 3078 7669 7762 7400 7669 6546 753 4144 3320 4571 3103 2154 8166 118 2348 2317 4032 8504 3968 5323 4144 183 7924 5922 2440 230 8528 5107 4503 3320 7526 3275 7566 7566 4144 8600 2698 7902 3651 4819 8257 5514,0
4172,1520 6527 5773 3285 5922 5620 572,0
4614,676 5636 226 4017 3285 5922 8207 572 4017,0
4199,1080 6700 2242 5773 5819 721 6700,0
2967,3293 7526 7600 6257 1556 5235 7526,0
1112,5728 4675 1247 8350 4177 1994 76,0
1592,590 7094 5773 6084 1900 2734 3027 4770 298 5773,0
2254,1774 5773 3577 8075 8160 307 5773 4083 7532,0
3077,7436 5548 2698 5994 1848 8298 8210 4833 5045 4945 5922 4352 5773 5174 2230 5071 3474 3078 1514,0
2615,6726 7066 1368 4869 4017,0
1181,2829 5107 6983 6517 4442 5107 3366 237 4768 6725 6763 3882 6084 5063 5868 237 6763 6537 4493 651 6084 6763 3934 3385 3078,0
4387,1060 8406 5235 1212 7526 6800 5163 109 6343 7526 7152 6331 7107 3418 7526 6800 6794 858 6343 230 4580 1095 911 237 6794 1395 7526,0
2037,4034 230 4442 4715 7526 1992 4715 237 5045 7526,0
3744,7880 2734 2269 3474 230 5326 5045,0
4313,6084 1444 5772 1994 6568 8406 8587 7535 5045,0
3767,4442 3080 5658 858 5085 4654 5045 1990 1782 5773 7152 1990 3078,0
3121,5597 6983 237 1656 6461 4537 8566 5773 3821 7519 2957 8081,0
3938,3757 403 7698 2582 230 5868 237 6794 5672 5922 6348 7176 688 1543 659 6300 5922 3766 8506 3078,0
2982,1390 6084 1802 8631 7635 6193 5174 1698 5746 3804 6300 3477 6705 7331 77 755 230 4211 6980 3853,0
1445,4442 6300 2266 5773 7718 2734 2269 8406 8444 5773,0
1706,3510 1846 237 8075 3718 3696 8600 2199 4676 5071 2269 4017 3121 5407 1813 6300 1800 1948 5071 5773 6594 5407 5071 3692 5922 942 5672 8406 3415 5773 6620 5407 5071 1089 1873 5275 5773 8261 5407 5071 1089 4608 4887 5773 497 5407 2698 3405 2698 8011 5071 5773 7305 5407 2698 1873 2835 6794 3581 1948 5071 5773 2608 5407 2698 3500 5071 1794 5773 1093 5407 1813 7384 7924 5071 5773 4978 5407 2698 3798 2734 6028 1028 2613 5045 77 7254,0
1792,3182 8493 8275 230 4442 5534 4976 8542 2003,0
2083,2652 6300 4815 4017 300 1994 1938 7538 6193 224 1953 7538 8075 224 4938 5773 3659 2734 1782,0
1864,187 5773 6084 6980 7792 5765 2655 2734 5773 2925 6349 6517 5922 1643 224 3678 2440 6254 2734 1444 5795 154 8542 2513 6300 5118 5773 3658 6517 5071 1089 1643 224 4086 6843 753 4504 5773,0
3638,5128 2734 102 4298 6254 7860 3031 4608 907 5107 3934 6070,0
2578,6521 1708 5980 7669 1607 753 4160 667 3080 237 1708 2472 5045 3078 4017 7669 3882 6084 1444 5553 2734 1097 6084 5868 3882 2734 2230 5130 7526 5035 3954 5035,0
3542,427,0
4406,4442 6300 4638 5085 3601 5819 7812 2230 2734 3078,0
2599,6084 5169 3283 4442 7982 3492 5773 6521 3997 1556 1582 2448 2945 237 6767 6589 5235 5773 4409 753 2619 5773,0
1731,3746 1813 5107 5773 6084 3384 3501 2734 3291 2734 5868 224 1309 5773 7685 7744 2807 6527 7811 1994 2735 5672 2040 2323 3468 6439 2582 2861 2698 6527 5773 6084 3384 2269 5235 230 2698 3384 2269 5922 4131 230 2698 3384 102 8542 5211 230 2698 3384 4026 1519 8406 331 7698 7750 5773 2291 230 1813 6182 224 1806 5773 6084 2889 4026 5326 7473 1994 4419 4929 4297 5795 237 5869 3751 2698 230 6787 6193 237 8554 5773,0
4669,7513 2641 8155 5045 4032 753 4143 3093 3078 4878 2698 6156 6036 8406 3845 5051 6214 1698 1224 4369 270 7526 4442 3682 7343 2186 2923 7624 6589 4676 270 6214 8465 2186 6392 237 6222 2995 7012 7526,0
4015,7718 2734 3225 3168 230 3771 4194 3825 5773 188 77 4194 224 1245 3078,0
4364,2985 8155 753 1994 6461 8130 4631 2389 7531 4108 1226 5149 8298 6593 1593 6201 5584 237 5656 2681 2136 237 1333,1
3147,5118 2001 4105 230 6664 2883 5198 8020,0
1875,676 6488 1028 5326 5045 7327,0
4562,6084 3384 4768 4211 8084,0
1050,431 12 4017 6084 4799 5922 6024 224 1444 834 2734 1543 4037 224 1759 5773,0
4088,7513 7526 3898 3771 77 572 5672 2403 1698 3968 5219 1814 224 7728 1041 150 6794 3826,0
2570,1906 7526,0
2276,425 3601 4660 230 6547 6547 4139 2698 4799 1472 6193 1543 5310 5773,0
4605,3746 6794 5773 3746 297 1994 6517 2442 4521 4016 6537 4419 2793 6532 1440 5773,0
2177,3332 2734 8253 8253 5234 5045 5922 1621 5672 8075 2734 6349 2655 5206 978 237 1274 5141 3078 1796 2734 6349 2655 5231 230 7454 230 731 224 2968 1600 5773 300 5773,0
3803,590 7532 154 6619 259 4557 7095 237 7549 6349,0
3607,1765 2734 5356 6700 6843 5071 7514 6700,0
3446,3746 3527 230 907 5107 3278 6700 8406 3604 3468 2582 230 4359 214 1813 8186 5071 6700 7343 5071 8537 1147 8406 1621 560 230 5071 2692 3647 3387 7860 611 224 7865 3647 7002 7860 611 6700 2698 3968 6296 8406 3530 7127 4211 753 7860 611 6700,0
4386,6032 753 6610 237 6457 1543 224 2641 7028 6647 5045 6254 4503 6301 230 6254 2641 3668 2429 5045 7526 2516 2641 468 224 6084 1444 4381 8631 7924 6517 7343 4066,0
1120,6084 7027 907 7012 6439 2861 6517 3283 5300 3581 5773 7743 1853 6967 1994 5922 911 1556 6461 6699 5773,0
1200,6783 1556 5773 6084 4799 2963 5747 4351 5672 3896 5773 7685 3968 5239 5045 5141 5773 8298 6084 5795 5922 5239 4976 8406 7411,0
1692,7436 7812 2734 5773 7685 6300 7473 6589 3268 3078,0
4431,810 1813 3080 1994 6671 5773,0
4149,1491 230 6517 3139 3647 1782 6589 3825 8084 3078,0
2945,8304 3647 1999 230 3283 1207 6527 4179 6084 5795 237,0
2775,6448 4580 2922 5773 2679 8568 3078,0
4824,6451 6343 7526 7226 1210 2737 7526 6084 5219 6563 3771 4160 3225 6976 4097 5658 997 4608 2698 1553 7526,0
2950,3656 1813 1109 4160 7982 3968 44 1189 6343 7526,0
2343,8557 230 4139 2889 1008 946 5773 6084 7341 4353 6589 6243 1556 224 2565 4108 230 4946 753 1559 6300 6427 4017 1207 3692 5672 8542 2247 224 2269 8631 237 3903 4211 3581 4017 6717 224 1682 5773,0
3427,7113 5045 6349 7343 2734 1309 2968 1600 5773 868 6589 1844 6589 3669 7526 3730 653 7569 885 2698 2269 3078,0
1447,6747 2539 5620 853 8406 7891 7526 2698 1444 3170 4017,0
2476,7152 2775 7982 3968 6794 1703 3078,0
2857,6084 5868 4908 5773 3577 5551 4499 224 4657 5773,0
4410,1080 6700 3771 203 7987 5071 5816 237 203 224 5450 4178 2660 237 203 4976 7792 3474 755 6700 7532,0
4054,7880 2734 5551 3692 6300 8542 520 7112 230 1727 8406 4457 224 8542 5126 1444 4748 5773 3238 3078,0
2984,7685 1444 6794 237 7592 5773 4256 779 5773,0
3436,3922 3656 4236 4032 7669 5597 5922 5620 2440 230 3283 3759 6781 237 6266 4211 6700 7669 5773 1082 124 7526,0
3376,6619 2405 520 5373 582 4782 230 1189 3078,0
3879,5544 142 468 5071 6349 4179 6084 671 3078,0
3940,590 1607 5862 1492 5773 1520 936 8569 4500,0
1647,4996 1041 528 1403 6677 6300 6321 6049 5773 7685 34 7456,0
4853,6787 3359 4108 5007 3477 4909 5342 224 6663 6461 5239 3882 1240 8432 2734 4017 2354 5300 3581 2154 4211 753 5326 1556 5922 7737 5299 5773 5177 5225,1
4491,7531 549 5071 2807 5107 771 3718 1753 5773,0
4841,6787 1467 5922 1616 3078 6084 2544 3078 683 3965 6260 3095 237 5653 5773 5340 123 3362 6035 8155 5773 6920 5672 6205 5773 7256,1
3636,6084 6843 237 7763 4017 6084 5868 237 152 2734 6300 8406 6445 2382 1189 5085 7526,0
2748,6084 918 1226 8563 2698 5169 5107 5795 237 5234 2734 254 7805 5773 3533 5211 753 5584 224 2698 3759 5795 3242 1994 4211 5773 3533 3097 2230 2128 2869 5773 7018 5922 4050 2698 1309 224 6980 8563 2734 2807 1651 5773 3182 2392 753 7860 5773 326 7957 5922 4121 2698 2807 2269 6517 1556 2734 230 4614 4486 3345 5174 2698 6277 237 102 4715 5773,0
4641,1825 5425 6193 5922 6205 7812 2734 3968 7549 152 2464 65 3208 6640 4706,0
3138,6726 3298 7526 7126 5071 5300 3718 8113 4322 1782 8600 220 5235 3934 3256 7526,0
1399,3824 8623 230 1309 8623 230 5868 8623 230 6843 8623 5773,0
1687,7747 7526 6084 7488 8075 4069 7526 4219 8542 77 2963 2857 5773,0
1262,106 6685 230 6084 3798 2734 2984 3385 4017 4017 6084 5750 2734 5746 5141 237 853 1543 5045 7526 3533 4441 753 4608 4373 7526 6084 6794 5085 230 237 853 7526 2354 7818 7924 2734 230 8406 6843 7526,0
4151,4693 4809 5794 4017 4584 5922 6567 20 445 3477 2480 4108 2646 4693 237 711 5922 7337 5173 3223 5773 2354 2196 753 472 5773 2925 5326 765,1
4332,1376 7891 285 7526 2985 753 8406 1436 1280 2233 4457 6700 5819 966 3178 3471 4858 7696 1179,0
3471,4415 230 1207 2199 7343 6084 3968 203 4976 6300 5922 8506,0
3069,2297 3098 7526 2178 584 5138 7526,0
1423,5854 3286 5335 230 4250 5071 3825,0
4733,7513,0
3210,1278 5045 87 2029 1994 3622 4583 6195,0
2509,2183 230 486 7519 2734 653 653 2922 675 2698 3468 5141 5773 6084 5551 5868 237 6349 6517 2734 2230 7744 7792 3751 5773 5837 6394 8542 5667 7924 6461 572 5773,0
2280,4041 6300 426 6093 1612,0
4516,6084 4111 2269 2968 3601,0
2741,6451 7526 6084 7822 2269 3718 8155 7526,0
3915,3821 4222 6300 8542 1635 7860 8584,0
4191,2925 3363 6517 1792 1425 4819 3934 315 6193 237 4752 224 4108 2869 6257 237 4503 4806 6589 3669 4017,0
1828,6448 753 7957 2968 6264 6084 7622 3647 1799 1543 163 237 1518 6589 4179 3882 4039 4179 8542 4461,0
3810,2983 3078 740 8433 2698 1129 5881 2847 5138 7526 2297,0
3853,6335 5773 4503 6862 753 8406 5482 5819 4608 6527 2734 5235 3078 2913 3078,0
2588,4768 6517 5713 4017 6619 2190 4058 3078 4017 7973,0
4541,4267 7526 1348 6193 6700 4017 7669 4603 7669 7669 5636 7669 7669 8644 7669 7669 7685 7669 7669 2625 7669 7669 2985 1383 7669 7669 1543 3066 7924 1046 7669 6700 7669 8473 6638 7669 5773,0
2608,4904 2734 4493 5620 230 3462 3078 5819,0
4602,4904 5071 4487 3078 326 7957 4908 7957 3078,0
3582,593 1629 5795 5922 1647 5085 5773,0
1431,1073 5922 1730 5085 3283 2812 1207 150 5174 4442 1540,0
4110,3730 6527 2734 739 237 3966 6517,0
2715,1825 7622 6794 237 6147 224 391 5801,0
4362,5776 230 5326 5045 2017 696 1416,0
4487,8437 6300 685 8437 6300 2993 8437 5174 2549 1404 6254 2842 8437 5174 3245 5373 2871 7152 8437 7114 4483 7982 7646 237 2199 5071 2890 4017 4017,0
2508,8405 128 3601 5773 2698 6464 7100 5773,0
4247,1808 4858 7349 6584 7527 1179 753 6533 2734 237 3647 4503 2715 5773 1868 8272 4801 1387 6589 5114 4801 1387 3659 8631 4032 6696 6155 3078 5983 6155 7702 237 1670,1
2405,3556 254 772 5773 3078 2821 230 6084 8251 4693 1280 6084 4562 4693 230 2506 4897 1923 5368 6412 8608 254 237 8080 1628 3119 1280 5071 4250 2462 2612 230 6527 4211 230 8253 230 8253 6527 4211 7526,0
3552,6546 5773 708 5620 5773 6546 6980 5980 7343 2734 1679 3225 4117 3283 4160 5773 708 4600 5085 5773 6448 142 2230 2734 4859 1543 8542 4056 4378,0
4843,6787 6739 4617 753 7505 3713 1509 4801 237 173 3718 6515 5085 5234 6354 237 89 154 5928 6584 8155 5773 8194 4032 7413 3357 6584 7735 8329 7347 7799 6584 1450,1
1776,4518 2641 6203 2893 2641 1444 2269 8203 6300 6551 6817 5795 8207 1300 224 4969 5773,0
4016,2297 3853 230 6084 7615 1309 237 1041 2734 6193 5672 6517 230 4179 2734 2786 8084 3078,0
2453,3800 2655 4277 753 8075 5620 5773 3746 6898 1994 6517,0
3704,7436 7891 1698 6216 7891 5773 3821 7874 2230 4938 5773 1273 2734 8406 4850 753 3061,0
1132,7379 2768 2698 2728 4608 653 88 237 2734 254 5636 5174 8075 2698 7771 6556 237 3225 6980 5620 5636 230 2698 6843 2734 4017 3285 5922 5558 5636 5773 3659 2734 6300 8542 7731 3825 5773,0
